cve_id,component,severity,cvss_vector,cvss_version,base_score,AV,AC,PR,UI,S,C,I,A
CVE-2026-42426,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-42428,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,3.1,7.1,N,H,L,R,U,H,H,H
CVE-2026-42429,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,7.1,N,L,L,N,U,L,H,N
CVE-2026-42431,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,3.1,8.0,N,L,L,N,U,H,H,N
CVE-2026-42432,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,7.7,L,L,L,N,U,H,H,H
CVE-2026-42433,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-42434,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-42435,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-42436,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-42437,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.1,7.5,N,L,N,N,U,N,N,H
CVE-2026-42438,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-42439,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,3.1,8.5,N,L,L,N,C,H,L,N
CVE-2026-43526,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,3.1,8.1,N,L,N,N,U,H,L,N
CVE-2026-43527,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-43528,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-43530,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-43531,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,3.1,7.2,L,L,L,R,U,H,H,H
CVE-2026-43532,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-43533,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,3.1,8.5,N,L,N,N,C,H,N,N
CVE-2026-43534,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,9.1,N,L,N,N,U,H,H,N
CVE-2026-43535,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N,3.1,6.8,N,H,L,N,U,H,H,N
CVE-2026-43566,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,9.1,N,L,N,N,U,H,H,N
CVE-2026-43567,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-43568,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-43569,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,8.7,N,L,N,R,U,H,H,H
CVE-2026-43570,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,3.1,6.4,N,L,N,R,U,H,N,N
CVE-2026-43571,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-43572,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-43573,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-43574,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-43575,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-43576,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-43577,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-43578,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,9.1,N,L,N,N,U,H,H,N
CVE-2026-43579,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-43580,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-43581,OpenClaw,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,3.1,9.6,A,L,N,N,C,H,H,H
CVE-2026-43582,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,6.2,N,H,L,N,C,H,N,N
CVE-2026-43583,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,5.2,N,H,L,N,U,N,H,N
CVE-2026-43584,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-43585,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,8.1,N,H,N,N,U,H,H,H
CVE-2026-44109,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-44110,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-44111,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.1,4.2,N,L,L,N,U,L,N,N
CVE-2026-44112,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,5.2,N,H,L,N,U,N,H,N
CVE-2026-44113,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,5.2,N,H,L,N,U,H,N,N
CVE-2026-44114,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-44115,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-44116,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,3.1,8.5,N,L,N,N,C,H,N,N
CVE-2026-44117,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,3.1,5.7,N,L,N,N,C,L,N,N
CVE-2026-44118,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,7.7,L,L,L,N,U,H,H,H
CVE-2026-44991,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,4.1,N,H,L,N,U,L,L,N
CVE-2026-44992,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,3.1,4.9,L,L,L,R,U,H,N,N
CVE-2026-44993,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-44994,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-44995,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,3.1,7.2,L,L,L,R,U,H,H,H
CVE-2026-44996,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,3.6,N,H,N,N,U,L,N,N
CVE-2026-44997,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,3.1,4.2,N,L,L,N,U,N,L,N
CVE-2026-44998,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,3.1,5.3,N,L,L,N,U,L,L,N
CVE-2026-44999,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-45000,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,3.1,4.9,N,L,L,N,C,N,L,N
CVE-2026-45001,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,3.1,7.1,N,L,L,N,U,L,H,N
CVE-2026-45002,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,5.3,N,L,N,N,U,N,L,N
CVE-2026-45003,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,3.1,4.9,L,L,L,R,U,H,N,N
CVE-2026-45004,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-45005,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:L,3.1,5.9,N,L,H,N,U,L,H,L
CVE-2026-45006,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53806,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53807,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53808,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,3.1,6.4,N,L,N,R,U,N,H,N
CVE-2026-53809,OpenClaw,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,3.1,3.7,L,L,L,N,C,N,L,N
CVE-2026-53810,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,8.7,N,L,N,R,U,H,H,H
CVE-2026-53811,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53812,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2026-53813,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,7.7,L,L,L,N,U,H,H,H
CVE-2026-53814,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,3.1,8.3,N,L,L,N,U,H,H,L
CVE-2026-53815,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-53816,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,3.1,7.1,N,L,H,N,U,H,H,H
CVE-2026-53817,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53818,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,3.1,6.5,L,L,L,N,U,L,H,L
CVE-2026-53819,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,8.7,N,L,N,R,U,H,H,H
CVE-2026-53820,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,3.1,6.5,L,L,L,N,U,L,H,L
CVE-2026-53821,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53822,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53823,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,3.1,8.0,N,L,L,N,U,H,H,N
CVE-2026-53824,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-53825,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-53826,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.1,4.2,N,L,L,N,U,L,N,N
CVE-2026-53827,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-53828,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53829,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,3.1,7.9,N,L,L,R,U,H,H,H
CVE-2026-53830,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,3.1,6.4,N,L,L,N,U,N,H,N
CVE-2026-53831,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,3.1,8.3,N,L,L,N,U,H,H,L
CVE-2026-53832,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,7.7,L,L,N,N,U,H,H,N
CVE-2026-53833,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,3.1,7.7,L,L,N,N,U,H,H,N
CVE-2026-53834,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,3.1,7.5,N,L,N,N,U,N,H,N
CVE-2026-53835,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,3.1,4.2,N,L,L,N,U,N,L,N
CVE-2026-53836,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53837,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,3.6,N,H,N,N,U,N,L,N
CVE-2026-53838,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1,9.8,N,L,N,N,U,H,H,H
CVE-2026-53839,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-53840,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:N,3.1,7.1,N,L,L,N,U,H,L,N
CVE-2026-53842,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,3.1,7.0,L,L,N,R,U,H,H,N
CVE-2026-53843,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-53844,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
CVE-2026-53846,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,3.1,7.0,L,L,N,R,U,H,H,N
CVE-2026-53853,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,3.1,8.3,N,L,L,N,U,H,H,L
CVE-2026-53855,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,3.1,8.0,N,L,L,N,U,H,H,N
CVE-2026-53858,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:N,3.1,7.0,L,L,N,R,U,H,H,N
CVE-2026-53864,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,3.1,8.0,N,L,L,N,U,H,H,N
CVE-2026-53866,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:L,3.1,7.5,N,L,L,R,U,H,H,L
CVE-2026-6011,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,3.1,5.6,N,H,N,N,U,L,L,L
CVE-2026-8305,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.1,7.3,N,L,N,N,U,L,L,L
CVE-2025-3622,Xinference,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,3.1,5.4,A,L,L,N,U,L,L,L
CVE-2025-45424,Xinference,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-8719,ai-engine-wordpress,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2024-0455,anythingllm,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.0,9.9,N,L,L,N,C,H,H,H
CVE-2024-0549,anythingllm,HIGH,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,3.0,8.0,N,L,L,N,U,N,H,H
CVE-2024-0759,anythingllm,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,3.0,9.6,N,L,L,N,C,H,H,N
CVE-2024-0765,anythingllm,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,3.0,9.6,N,L,L,N,C,H,H,N
CVE-2024-10513,anythingllm,HIGH,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,3.0,7.1,N,L,H,N,U,H,H,H
CVE-2024-13060,anythingllm,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,3.0,4.2,N,L,L,N,U,L,N,N
CVE-2024-3279,anythingllm,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,3.0,9.1,N,L,N,N,U,N,H,H
CVE-2024-3570,anythingllm,LOW,CVSS:3.0/AV:L/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:N,3.0,0.0,L,H,H,R,U,N,N,N
CVE-2024-5211,anythingllm,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,3.0,9.0,N,L,H,N,C,H,H,H
CVE-2025-63390,anythingllm,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1,5.3,N,L,N,N,U,L,N,N
CVE-2026-32617,anythingllm,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:L,3.1,7.1,N,H,N,R,U,H,H,L
CVE-2026-32626,anythingllm,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,3.1,9.6,N,L,N,R,C,H,H,H
CVE-2026-32628,anythingllm,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-32715,anythingllm,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:L/A:N,3.1,5.5,N,L,H,N,U,H,L,N
CVE-2026-32717,anythingllm,LOW,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N,3.1,3.7,N,L,H,N,U,L,L,N
CVE-2026-32719,anythingllm,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-41318,anythingllm,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:L/A:N,3.1,5.4,N,H,L,R,U,H,L,N
CVE-2026-5627,anythingllm,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,3.1,8.7,N,L,L,N,U,H,H,H
CVE-2026-30950,autogpt,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:L,3.1,7.1,N,L,L,N,U,H,N,L
CVE-2026-33232,autogpt,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.1,7.5,N,L,N,N,U,N,N,H
CVE-2026-33233,autogpt,HIGH,CVSS:3.1/AV:A/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,3.1,7.6,A,H,H,N,C,H,H,H
CVE-2026-33744,bentoml,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-35043,bentoml,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,7.7,L,L,N,R,U,H,H,H
CVE-2026-44345,bentoml,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,8.7,N,L,N,R,U,H,H,H
CVE-2026-44346,bentoml,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.1,8.7,N,L,N,R,U,H,H,H
CVE-2026-23882,blinko,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,3.1,7.1,N,L,H,N,U,H,H,H
CVE-2026-46695,boxlite,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,3.1,10.0,N,L,N,N,C,H,H,N
CVE-2026-48146,budibase,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,3.1,7.7,N,L,L,N,C,H,N,N
CVE-2024-3234,chuanhuchatgpt,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.0,9.8,N,L,N,N,U,H,H,H
CVE-2018-14668,clickhouse,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,3.0,8.7,N,L,N,R,U,H,H,H
CVE-2018-14669,clickhouse,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.0,7.5,N,L,N,N,U,H,N,N
CVE-2018-14670,clickhouse,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.0,9.8,N,L,N,N,U,H,H,H
CVE-2018-14671,clickhouse,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.0,9.8,N,L,N,N,U,H,H,H
CVE-2018-14672,clickhouse,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.0,5.3,N,L,N,N,U,L,N,N
CVE-2019-18657,clickhouse,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.1,5.3,N,L,N,N,U,N,L,N
CVE-2021-25263,clickhouse,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,3.1,6.4,N,L,L,N,U,H,N,N
